0, 0.2282608695652174
0.0912863070539418, 0.18695652173913047
0.15767634854771795, 0.15652173913043477
0.22406639004149365, 0.13260869565217392
0.2883817427385891, 0.11250000000000016
0.34439834024896276, 0.0945652173913043
0.41078838174273846, 0.07717391304347831
0.49999999999999667, 0.0570652173913051
0.5726141078838172, 0.04130434782608683
0.6639004149377592, 0.02608695652173909
0.7385892116182573, 0.01413043478260867
0.8381742738589213, 0.0021739130434782483
0.9460580912863072, -0.006521739130434856
0.991701244813278, -0.009782608695652284
